Hãng xe,Dòng xe,Xuất xứ,Kiểu dáng,Hộp số,Loại động cơ,Năm sản xuất,Số Km đã đi,Số ngày bài đã đăng,Dung tích động cơ,Giá thực tế,Giá dự đoán
mercedes,benz glc 200 4matic 2024,lắp ráp trong nước,suv,số tự động,xăng,2024.0,1000.0,57.0,2.0,2220.0,2055.2252690175524
ford,territory titanium x 1.5 at 2024,lắp ráp trong nước,suv,số tự động,xăng,2024.0,2000.0,57.0,1.5,869.0,830.117758556589
volkswagen,viloran luxury 2023,nhập khẩu,van/minivan,số tự động,xăng,2023.0,16000.0,57.0,2.0,2079.0,1971.8164604623064
ford,ecosport titanium 1.5l at 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,87000.0,57.0,1.5,350.0,346.6327907967542
vinfast,vf7 plus 2024,lắp ráp trong nước,suv,số tự động,điện,2024.0,10000.0,57.0,0.3,840.0,798.9342211005476
mercedes,benz glk class glk300 4matic 2009,lắp ráp trong nước,suv,số tự động,xăng,2009.0,160000.0,59.0,3.0,265.0,305.4199750267805
mg,5 luxury 1.5 at 2024,nhập khẩu,sedan,số tự động,xăng,2024.0,23000.0,57.0,1.5,448.0,450.3793943629403
ford,ecosport titanium 1.5l at 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,68000.0,58.0,1.5,325.0,347.56960522114355
nissan,navara pro,nhập khẩu,bán tải / pickup,số tự động,dầu,2021.0,61000.0,58.0,2.5,4.0,13.873842113472566
toyota,corolla cross 1.8g 2020,nhập khẩu,suv,số tự động,xăng,2020.0,32000.0,67.0,1.8,608.0,613.6961566837776
hyundai,santafe slx 2009,nhập khẩu,suv,số tự động,dầu,2009.0,179626.7683965918,57.0,2.0,345.0,342.5133459506752
honda,city rs 1.5 at 2024,lắp ráp trong nước,sedan,số tự động,xăng,2024.0,11000.0,57.0,1.5,520.0,539.3083232058646
audi,a6 45 tfsi 2022,nhập khẩu,sedan,số tự động,xăng,2022.0,4500.0,57.0,2.0,1899.0,1766.9756784408294
mercedes,benz glc 200 4matic 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,50000.0,57.0,2.0,1480.0,1552.723274423765
mercedes,benz e class e300 amg 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,23000.0,57.0,2.0,1399.0,1320.874241502402
mitsubishi,xpander premium 1.5 at 2024,nhập khẩu,suv,số tự động,xăng,2024.0,22000.0,57.0,1.5,580.0,590.2858766562491
bmw,5 series 528i gt 2017,nhập khẩu,sedan,số tự động,xăng,2017.0,100000.0,58.0,2.0,768.0,839.124470664241
toyota,fortuner 2.4l 4x2 at 2024,lắp ráp trong nước,suv,số tự động,dầu,2024.0,27000.0,62.0,2.4,1070.0,1008.6383424607069
mercedes,benz glc 300 4matic 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,81000.0,104.0,2.0,1050.0,905.9187120356917
hyundai,santafe cao cấp 2.5l htrac 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,47000.0,107.0,2.5,939.0,959.5039242521184
toyota,yaris 1.5 at 2012,nhập khẩu,hatchback,số tự động,xăng,2012.0,80000.0,57.0,1.5,240.0,262.8239152791959
vinfast,vf8 eco awd 2023,lắp ráp trong nước,suv,số tự động,điện,2023.0,38420.0,59.0,2.097755539082448,750.0,715.0552346667275
mercedes,benz glc 300 4matic 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,16000.0,57.0,2.0,1090.0,931.1396128316762
nissan,sunny xv 2015,lắp ráp trong nước,sedan,số tự động,xăng,2015.0,8000.0,61.0,1.5,255.0,222.4211163319893
toyota,corolla altis 1.8g at 2008,lắp ráp trong nước,sedan,số tự động,xăng,2008.0,200000.0,57.0,1.8,245.0,258.2394647349924
mitsubishi,outlander 2.0 cvt 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,62000.0,57.0,2.0,675.0,682.5336413184651
mercedes,benz e class e200 exclusive 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,50000.0,57.0,2.0,1489.0,1464.0236415721056
ford,ranger xls 2.2l 4x2 at 2022,lắp ráp trong nước,bán tải / pickup,số tự động,dầu,2022.0,45000.0,58.0,2.2,580.0,570.0463763703139
kia,carnival royal 2.2d 2022,lắp ráp trong nước,van/minivan,số tự động,dầu,2022.0,40000.0,57.0,2.2,1899.0,1897.898732276757
toyota,vios g 2007,lắp ráp trong nước,sedan,số tay,xăng,2007.0,99900.0,60.0,1.5,88.0,110.42378204252431
kia,k3 luxury 1.6 at 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,57000.0,57.0,1.6,546.0,527.2763159132534
ford,everest titanium plus 2.0l 4x4 at 2024,nhập khẩu,suv,số tự động,dầu,2024.0,5500.0,57.0,2.0,1485.0,1435.0239037497902
mazda,cx5 2.5 signature premium 2wd 2020,lắp ráp trong nước,suv,số tự động,xăng,2020.0,45000.0,98.0,2.5,670.0,684.1862042836602
mazda,3 1.5 at 2018,lắp ráp trong nước,hatchback,số tự động,xăng,2018.0,80000.0,93.0,1.5,416.0,423.4472324038952
toyota,vios g 1.5 cvt 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,179626.7683965918,64.0,1.5,470.0,467.5031672278709
mitsubishi,pajero sport 2.4d 4x2 mt 2019,nhập khẩu,suv,số tay,dầu,2019.0,98000.0,57.0,2.4,620.0,535.4438099279762
volvo,xc40 ultimate b5 awd 2023,nhập khẩu,suv,số tự động,xăng,2023.0,17890.0,57.0,2.0,1598.0,1603.6954800345206
bmw,3 series 328i 2014,nhập khẩu,sedan,số tự động,xăng,2014.0,179626.7683965918,64.0,2.0,510.0,567.7166840101303
mercedes,benz gls 400 4matic 2016,nhập khẩu,suv,số tự động,xăng,2016.0,80000.0,61.0,3.0,1580.0,1558.8687733623706
kia,sorento 2.4 gat deluxe 2020,lắp ráp trong nước,suv,số tự động,xăng,2020.0,77000.0,57.0,2.4,565.0,562.7848133443399
peugeot,5008 gt 1.6 at 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,43000.0,58.0,1.6,895.0,906.2445269199286
smart,fortwo 1.0 at 2008,nhập khẩu,hatchback,số tự động,xăng,2008.0,179626.7683965918,57.0,1.0,350.0,75.42947996342286
ford,focus trend 1.5l 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,74000.0,78.0,1.5,330.0,361.0956724434231
honda,city 1.5top 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,49000.0,85.0,1.5,410.0,384.9849192687185
bmw,x4 xdrive20i m sport 2020,nhập khẩu,suv,số tự động,xăng,2020.0,39000.0,57.0,2.0,1799.0,1816.1593744835059
hyundai,elantra 1.6 at 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,90000.0,69.0,1.6,395.0,385.8994639491135
mercedes,benz c class c300 amg 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,179626.7683965918,57.0,2.0,655.0,655.4311524636375
hyundai,i10 grand 1.2 mt 2017,nhập khẩu,hatchback,số tay,xăng,2017.0,90000.0,81.0,1.25,220.0,246.77614562852528
ford,everest 2.5l 4x2 at 2009,lắp ráp trong nước,suv,số tự động,dầu,2009.0,179626.7683965918,75.0,2.5,275.0,292.4938512566398
lexus,gx 470 2009,nhập khẩu,suv,số tự động,xăng,2009.0,179626.7683965918,58.0,4.7,810.0,774.4076899930482
vinfast,vf e34 at 2022,lắp ráp trong nước,crossover,số tự động,điện,2022.0,41000.0,69.0,2.097755539082448,450.0,679.1612592343299
mazda,6 2.0 at 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,179626.7683965918,82.0,2.0,320.0,398.17676004566977
honda,crv 2.0 at 2014,lắp ráp trong nước,suv,số tự động,xăng,2014.0,100000.0,61.0,2.0,455.0,463.8916077992296
hyundai,grand starex 2.5 mt 2017,nhập khẩu,van/minivan,số tay,dầu,2017.0,130000.0,57.0,2.5,555.0,516.6167391644176
mercedes,benz c class c300 amg 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,16000.0,60.0,2.0,1750.0,1604.9754230686478
honda,crv e 2018,nhập khẩu,suv,số tự động,xăng,2018.0,50000.0,71.0,1.5,685.0,541.252042429024
landrover,range rover hse 3.0 2014,nhập khẩu,suv,số tự động,xăng,2014.0,150000.0,57.0,3.0,1950.0,2003.5306062435156
suzuki,ertiga 1.4 at 2016,nhập khẩu,suv,số tự động,xăng,2016.0,100000.0,57.0,1.4,280.0,330.54221546644897
hyundai,i30 cw 1.6 at 2009,nhập khẩu,hatchback,số tự động,xăng,2009.0,100000.0,57.0,1.6,235.0,213.52288439888127
mercedes,benz e class e200 exclusive 2022,lắp ráp trong nước,sedan,số tự động,hybrid,2022.0,28000.0,57.0,2.0,1699.0,1774.7803438316548
mercedes,benz s class s400l 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,110000.0,57.0,3.0,1290.0,1292.4841207417287
mg,5 1.5 mt 2024,nhập khẩu,sedan,số tay,xăng,2024.0,13000.0,57.0,1.5,310.0,309.34788687344525
hyundai,santafe 2.2l 4wd 2018,lắp ráp trong nước,suv,số tự động,dầu,2018.0,14000.0,92.0,2.2,710.0,689.4591703089565
toyota,fortuner 2.7v 4x2 at 2019,nhập khẩu,suv,số tự động,xăng,2019.0,80000.0,59.0,2.7,735.0,737.0649750169458
vinfast,vf8 plus awd 2023,lắp ráp trong nước,suv,số tự động,điện,2023.0,40000.0,57.0,2.097755539082448,855.0,834.3183024395731
hyundai,tucson 2.0 ath 2019,lắp ráp trong nước,crossover,số tự động,xăng,2019.0,179626.7683965918,59.0,2.0,645.0,620.0588491615757
kia,carens sx 2.0 at 2010,lắp ráp trong nước,crossover,số tự động,xăng,2010.0,121500.0,103.0,2.0,225.0,204.4865146801724
mercedes,benz c class c200 exclusive 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,71000.0,58.0,1.5,859.0,845.4458362093978
kia,sorento 2.2 dat premium 2019,lắp ráp trong nước,suv,số tự động,dầu,2019.0,65000.0,57.0,2.2,640.0,641.023150594293
suzuki,carry pro 2017,nhập khẩu,truck,số tay,xăng,2017.0,68000.0,78.0,1.6,195.0,280.0392688925698
kia,carens 1.5d premium 2022,lắp ráp trong nước,suv,số tự động,dầu,2022.0,5.0,58.0,1.5,605.0,611.4672606136713
ford,everest titanium 2.0l 4x2 at 2023,nhập khẩu,suv,số tự động,dầu,2023.0,40000.0,57.0,2.0,1190.0,1215.1082461941753
mitsubishi,attrage 1.2 cvt 2020,nhập khẩu,sedan,số tự động,xăng,2020.0,70000.0,58.0,1.2,330.0,317.2513034248652
lexus,rx 350 awd 2010,nhập khẩu,suv,số tự động,xăng,2010.0,100000.0,57.0,3.5,829.0,805.4547595921451
ford,ranger raptor 2.0l 4x4 at 2019,nhập khẩu,bán tải / pickup,số tự động,dầu,2019.0,6666.0,62.0,2.0,860.0,883.3807937535673
volvo,xc60 t6 awd inscription 2020,nhập khẩu,suv,số tự động,xăng,2020.0,33700.0,58.0,2.0,1299.0,1402.867244207499
toyota,veloz cross 1.5 cvt 2022,nhập khẩu,suv,số tự động,xăng,2022.0,179626.7683965918,58.0,1.5,465.0,495.34377582765177
toyota,innova e 2.0 mt 2021,lắp ráp trong nước,crossover,số tay,xăng,2021.0,109200.0,58.0,2.0,571.0,518.5632565692741
toyota,camry 2.5hv 2022,nhập khẩu,sedan,số tự động,hybrid,2022.0,11.0,57.0,2.5,1199.0,1240.133497190545
kia,sorento gat 2.4l 4wd 2013,lắp ráp trong nước,suv,số tự động,xăng,2013.0,138000.0,57.0,2.4,325.0,344.6127774263665
mercedes,benz glc 300 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,50000.0,57.0,2.0,1480.0,1592.1664768791497
audi,q7 2.0 at 2016,nhập khẩu,suv,số tự động,xăng,2016.0,48000.0,58.0,2.0,1379.0,1163.8187784522515
mazda,3 1.5l luxury 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,60000.0,58.0,1.5,560.0,553.6152212426744
mitsubishi,xpander cross 1.5 at 2020,nhập khẩu,suv,số tự động,xăng,2020.0,60000.0,57.0,1.5,495.0,493.5580220976881
nissan,almera vl 1.0 cvt cao cấp 2023,nhập khẩu,sedan,số tự động,xăng,2023.0,7000.0,71.0,1.0,479.0,465.2391707547908
kia,seltos deluxe 1.4 at 2020,lắp ráp trong nước,crossover,số tự động,xăng,2020.0,30000.0,57.0,1.4,515.0,506.75522524184265
mitsubishi,attrage 1.2 cvt 2022,nhập khẩu,sedan,số tự động,xăng,2022.0,40600.0,65.0,1.2,375.0,356.8951698122938
mazda,3 1.5l luxury 2024,lắp ráp trong nước,sedan,số tự động,xăng,2024.0,1800.0,57.0,1.5,610.0,605.8487961594057
hyundai,elantra 2.0 at 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,70000.0,57.0,2.0,385.0,384.8055999275688
ford,ranger wildtrak 2.0l 4x4 at 2023,lắp ráp trong nước,bán tải / pickup,số tự động,dầu,2023.0,15683.0,58.0,2.0,875.0,848.3888691371139
hyundai,accent 1.4 at 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,80000.0,57.0,1.4,395.0,379.4830637395903
ford,fiesta titanium 1.5 at 2014,lắp ráp trong nước,sedan,số tự động,xăng,2014.0,179626.7683965918,91.0,1.5,210.0,241.8778173721555
volvo,xc60 t6 awd inscription 2020,nhập khẩu,suv,số tự động,xăng,2020.0,33700.0,57.0,2.0,1299.0,1401.8754728762642
ford,ranger xls 2.0l 4x2 at 2023,lắp ráp trong nước,bán tải / pickup,số tự động,dầu,2023.0,179626.7683965918,57.0,2.0,619.0,613.2180513648002
mercedes,benz glc 200 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,40000.0,57.0,2.0,1480.0,1383.727191650564
chevrolet,spark ls 1.2 mt 2012,lắp ráp trong nước,hatchback,số tay,xăng,2012.0,179626.7683965918,77.0,1.2,108.0,104.30307752000817
honda,civic 1.8 mt 2008,lắp ráp trong nước,sedan,số tay,xăng,2008.0,128000.0,57.0,1.8,169.0,157.02306235574974
toyota,innova 2.0e 2019,lắp ráp trong nước,crossover,số tay,xăng,2019.0,110000.0,58.0,2.0,420.0,435.8417440255688
suzuki,xl7 1.5 at 2022,nhập khẩu,suv,số tự động,xăng,2022.0,45000.0,58.0,1.5,475.0,452.5609237968773
toyota,fortuner 2.4g 4x2 at legender 2021,lắp ráp trong nước,suv,số tự động,dầu,2021.0,70000.0,57.0,2.4,960.0,984.5248694250104
toyota,prado vx 2.7l 2019,nhập khẩu,suv,số tự động,xăng,2019.0,120000.0,58.0,2.7,1890.0,1906.1992945365314
kia,soluto 1.4 at deluxe 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,39000.0,104.0,1.4,340.0,323.40689494147034
kia,sedona 2.2 dat deluxe 2021,lắp ráp trong nước,van/minivan,số tự động,dầu,2021.0,68000.0,57.0,2.2,818.0,557.4448434060439
ford,ranger raptor 2.0l 4x4 at 2021,nhập khẩu,bán tải / pickup,số tự động,dầu,2021.0,68000.0,57.0,2.0,988.0,978.0204079407526
ford,ecosport titanium 1.5l at 2015,lắp ráp trong nước,suv,số tự động,xăng,2015.0,132000.0,97.0,1.5,285.0,280.9804882611061
kia,morning luxury 2020,lắp ráp trong nước,hatchback,số tự động,xăng,2020.0,73000.0,57.0,1.25,305.0,311.1843327728661
toyota,prado txl 2.7l 2015,nhập khẩu,suv,số tự động,xăng,2015.0,160000.0,57.0,2.7,1150.0,1067.5009399453738
mercedes,benz glc 200 2019,lắp ráp trong nước,suv,số tự động,xăng,2019.0,87000.0,59.0,2.0,839.0,981.6277945607984
toyota,innova 2.0e 2020,lắp ráp trong nước,crossover,số tay,xăng,2020.0,117000.0,57.0,2.0,510.0,487.7422093792513
mercedes,benz c class c300 coupe 2016,nhập khẩu,coupe,số tự động,xăng,2016.0,33000.0,58.0,2.0,1299.0,1278.9701735448775
ford,focus titanium 1.5l 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,179626.7683965918,57.0,1.5,350.0,356.3792449349435
toyota,camry 2.0e 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,86000.0,57.0,2.0,568.0,579.7445718712798
mercedes,benz c class c200 2014,lắp ráp trong nước,sedan,số tự động,xăng,2014.0,110000.0,57.0,1.8,385.0,486.7053688996033
kia,sorento signature 2.5 at awd 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,20000.0,57.0,2.5,930.0,909.7645327836706
kia,morning 1.0 at sport 2011,nhập khẩu,hatchback,số tự động,xăng,2011.0,12345.0,57.0,1.0,215.0,210.26029740731403
mazda,cx5 2.5 at awd 2016,lắp ráp trong nước,suv,số tự động,xăng,2016.0,90000.0,57.0,2.5,495.0,469.16465263453705
lexus,nx 300 2017,nhập khẩu,suv,số tự động,xăng,2017.0,66000.0,57.0,2.0,1579.0,1568.6379501726503
suzuki,swift glx 1.2 at 2022,nhập khẩu,hatchback,số tự động,xăng,2022.0,20000.0,60.0,1.2,490.0,498.56076411017045
toyota,corolla cross 1.8v 2024,nhập khẩu,suv,số tự động,xăng,2024.0,20000.0,84.0,1.8,750.0,776.9119463125251
chevrolet,lacetti 1.6 2013,lắp ráp trong nước,sedan,số tay,xăng,2013.0,150000.0,58.0,1.6,135.0,106.66879691068783
honda,city 1.5 at 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,100000.0,57.0,1.5,305.0,316.23103099453897
mg,5 standard 1.5 at 2024,nhập khẩu,sedan,số tự động,xăng,2024.0,9000.0,57.0,1.5,420.0,412.98708044049613
lexus,ls 460l 2008,nhập khẩu,sedan,số tự động,xăng,2008.0,140000.0,57.0,4.6,520.0,632.0131226559182
ford,ranger wildtrak 3.2l 4x4 at 2017,nhập khẩu,bán tải / pickup,số tự động,dầu,2017.0,140000.0,57.0,3.2,545.0,555.0038295378773
toyota,yaris 1.5g 2018,nhập khẩu,hatchback,số tự động,xăng,2018.0,40000.0,57.0,1.5,440.0,437.2684175477422
mazda,3 1.5l luxury 2024,lắp ráp trong nước,sedan,số tự động,xăng,2024.0,10000.0,57.0,1.5,589.0,606.5471067032246
hyundai,elantra 2.0 at 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,20000.0,104.0,2.0,499.0,490.88018356759255
kia,carens sxmt 2011,lắp ráp trong nước,crossover,số tay,xăng,2011.0,100000.0,58.0,2.0,195.0,134.9606068713706
bmw,3 series 320i 2016,nhập khẩu,sedan,số tự động,xăng,2016.0,100000.0,57.0,2.0,590.0,556.6119776277137
mazda,6 signature premium 2.5 at 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,29000.0,57.0,2.5,595.0,692.8050116473571
landrover,range rover sport autobiography 2010,nhập khẩu,suv,số tự động,xăng,2010.0,120000.0,59.0,5.0,450.0,1301.8448113624347
ford,everest titanium 2.0l 4x2 at 2018,nhập khẩu,suv,số tự động,dầu,2018.0,179626.7683965918,57.0,2.0,769.0,749.5549872236168
mercedes,benz glc 200 4matic 2024,lắp ráp trong nước,suv,số tự động,xăng,2024.0,10000.0,57.0,2.0,2039.0,2055.9037616690184
mitsubishi,xpander premium 1.5 at 2023,nhập khẩu,suv,số tự động,xăng,2023.0,30000.0,58.0,1.5,575.0,553.0156201633372
bmw,5 series 528i gt 2017,nhập khẩu,sedan,số tự động,xăng,2017.0,59000.0,62.0,2.0,860.0,843.2786110855156
mercedes,benz glc 300 4matic 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,179626.7683965918,57.0,2.0,995.0,895.0848526424476
toyota,4 runner limited 2013,nhập khẩu,suv,số tự động,xăng,2013.0,179626.7683965918,57.0,4.0,1589.0,1484.7252021950296
kia,seltos luxury 1.5 at 2024,lắp ráp trong nước,crossover,số tự động,xăng,2024.0,22000.0,58.0,1.5,645.0,644.8652879673177
mitsubishi,attrage premium 1.2 cvt 2021,nhập khẩu,sedan,số tự động,xăng,2021.0,60000.0,57.0,1.2,350.0,357.35680865172094
suzuki,swift glx 1.2 at 2018,nhập khẩu,hatchback,số tự động,xăng,2018.0,61000.0,57.0,1.2,398.0,391.38740943686565
toyota,fortuner 2.4g 4x2 at 2020,lắp ráp trong nước,suv,số tự động,dầu,2020.0,80000.0,101.0,2.4,900.0,816.2891479311327
mazda,6 premium 2.0 at 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,96000.0,57.0,2.0,535.0,520.8967932880481
isuzu,dmax ls 2.5 4x2 at 2014,nhập khẩu,bán tải / pickup,số tự động,dầu,2014.0,120000.0,57.0,2.5,335.0,67.18014801399227
ford,everest 2.5l 4x2 at 2014,lắp ráp trong nước,suv,số tự động,dầu,2014.0,179626.7683965918,57.0,2.5,375.0,392.58448457132806
mercedes,benz glc 200 2019,lắp ráp trong nước,suv,số tự động,xăng,2019.0,79000.0,57.0,2.0,1010.0,982.0916910772016
lexus,es 250 2022,nhập khẩu,sedan,số tự động,xăng,2022.0,41000.0,82.0,2.5,1999.0,2217.2666158031957
mazda,3 1.5l luxury 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,16000.0,58.0,1.5,555.0,551.839325981558
ford,ranger xls 2.2l 4x2 at 2018,nhập khẩu,bán tải / pickup,số tự động,dầu,2018.0,179626.7683965918,57.0,2.2,490.0,484.96948612335865
porsche,macan 2.0 2019,nhập khẩu,suv,số tự động,xăng,2019.0,15000.0,61.0,2.0,2290.0,2289.72305355938
mazda,cx5 premium exclusive 2.0 at 2024,lắp ráp trong nước,suv,số tự động,xăng,2024.0,15000.0,57.0,2.0,849.0,841.185878654253
toyota,fortuner trd sportivo 4x2 at 2014,lắp ráp trong nước,suv,số tự động,xăng,2014.0,120000.0,86.0,2.7,460.0,515.032499424373
mercedes,benz glc 200 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,70000.0,57.0,2.0,1390.0,1378.310160564764
toyota,yaris 1.5g 2020,nhập khẩu,hatchback,số tự động,xăng,2020.0,30500.0,57.0,1.5,495.0,496.3417480503602
kia,carnival signature 2.2d 2023,lắp ráp trong nước,van/minivan,số tự động,dầu,2023.0,30000.0,59.0,2.2,1299.0,1291.707288534171
