,Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Dung tích động cơ,Loại động cơ,Hộp số,Xuất xứ,Kiểu dáng,Tuổi thọ
13031,toyota,fortuner 2.5g 2015,535,2015.0,179626.7683965918,2.5,dầu,số tay,lắp ráp trong nước,suv,33.0
13032,toyota,innova g 2008,175,2008.0,200000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,33.0
13033,toyota,prado vx 2.7l 2023,2980,2023.0,28000.0,2.7,xăng,số tự động,nhập khẩu,suv,33.0
13034,bmw,5 series 528i gt 2017,859,2017.0,59500.0,2.0,xăng,số tự động,nhập khẩu,sedan,33.0
13035,bmw,7 series 730d 2004,415,2004.0,179626.7683965918,3.0,dầu,số tự động,nhập khẩu,sedan,33.0
13036,ford,everest 2.5l 4x2 at 2014,365,2014.0,179626.7683965918,2.5,dầu,số tự động,lắp ráp trong nước,suv,33.0
13037,honda,city rs 1.5 at 2022,487,2022.0,21000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13038,honda,crv l 2018,695,2018.0,90000.0,1.5,xăng,số tự động,nhập khẩu,suv,33.0
13039,hyundai,accent 1.4 at 2022,439,2022.0,40000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13040,hyundai,creta đặc biệt 1.5 at 2022,560,2022.0,50000.0,1.5,xăng,số tự động,nhập khẩu,crossover,33.0
13041,kia,sorento gat 2015,445,2015.0,12900.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,33.0
13042,landrover,range rover hse sdv6 3.0 hybrid 2015,2666,2015.0,65900.0,3.0,hybrid,số tự động,nhập khẩu,suv,33.0
13043,lexus,es 350 2016,1200,2016.0,77000.0,3.5,xăng,số tự động,nhập khẩu,sedan,33.0
13044,mazda,3 1.5l deluxe 2024,550,2024.0,25000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13045,mazda,cx5 2.0 deluxe 2020,635,2020.0,80000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13046,mercedes,benz c class c250 exclusive 2016,588,2016.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13047,mitsubishi,jolie mb 2003,69,2003.0,99000.0,2.0,xăng,số tay,lắp ráp trong nước,suv,33.0
13048,suzuki,xl7 1.5 at 2020,425,2020.0,65000.0,1.5,xăng,số tự động,nhập khẩu,suv,33.0
13049,toyota,camry 2.4g 2005,195,2005.0,179626.7683965918,2.4,xăng,số tay,lắp ráp trong nước,sedan,33.0
13050,toyota,fortuner 2.7v 4x4 at 2017,655,2017.0,130230.0,2.7,xăng,số tự động,nhập khẩu,suv,33.0
13051,toyota,prado vx 2.7l 2020,2159,2020.0,65000.0,2.7,xăng,số tự động,nhập khẩu,suv,33.0
13052,toyota,vios 1.5e 2017,286,2017.0,179626.7683965918,1.5,xăng,số tay,lắp ráp trong nước,sedan,33.0
13053,vinfast,vf e34 at 2022,459,2022.0,56000.0,0.1,điện,số tự động,lắp ráp trong nước,crossover,33.0
13054,bmw,5 series 528i gt 2017,859,2017.0,66000.0,2.0,xăng,số tự động,nhập khẩu,sedan,33.0
13055,daewoo,matiz se 0.8 mt 2005,34,2005.0,888.0,0.8,xăng,số tay,lắp ráp trong nước,hatchback,33.0
13056,ford,everest titanium plus 2.0l 4x4 at 2023,1395,2023.0,47000.0,2.0,dầu,số tự động,nhập khẩu,suv,33.0
13057,hyundai,accent 1.4 at 2019,355,2019.0,46000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13058,hyundai,santafe cao cấp 2.2l htrac 2023,1240,2023.0,40000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,33.0
13059,landrover,range rover sport hse 2018,2890,2018.0,60000.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
13060,mazda,3 1.5 at 2016,368,2016.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13061,mercedes,benz c class c180 classic 2003,79,2003.0,123.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13062,mercedes,benz c class c300 amg 2016,689,2016.0,68000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13063,mercedes,benz e class e200 sport 2019,1199,2019.0,79000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13064,mercedes,benz e class e250 2017,870,2017.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13065,mercedes,benz glc 300 4matic 2017,900,2017.0,80000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13066,mercedes,benz glc 300 4matic 2020,1599,2020.0,48000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13067,mitsubishi,attrage premium 1.2 cvt 2021,370,2021.0,54000.0,1.2,xăng,số tự động,nhập khẩu,sedan,33.0
13068,mitsubishi,attrage premium 1.2 cvt 2021,358,2021.0,42000.0,1.2,xăng,số tự động,nhập khẩu,sedan,33.0
13069,mitsubishi,pajero sport 2.4d 4x4 at 2022,968,2022.0,79000.0,2.4,dầu,số tự động,nhập khẩu,suv,33.0
13070,toyota,fortuner 2.7v 4x2 at 2019,749,2019.0,31000.0,2.7,xăng,số tự động,nhập khẩu,suv,33.0
13071,toyota,innova g 2007,175,2007.0,200000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,33.0
13072,toyota,yaris 1.3 at 2007,215,2007.0,179626.7683965918,1.3,xăng,số tự động,nhập khẩu,hatchback,33.0
13073,bmw,5 series 528i gt 2013,686,2013.0,100000.0,2.0,xăng,số tự động,nhập khẩu,sedan,33.0
13074,chevrolet,orlando ltz 1.8 2017,358,2017.0,84000.0,1.8,xăng,số tự động,lắp ráp trong nước,suv,33.0
13075,ford,everest sport 2.0l 4x2 at 2023,1120,2023.0,39000.0,2.0,dầu,số tự động,nhập khẩu,suv,33.0
13076,ford,everest titanium 2.0l 4x2 at 2019,775,2019.0,88000.0,2.0,dầu,số tự động,nhập khẩu,suv,33.0
13077,ford,ranger raptor 2.0l 4x4 at 2023,1145,2023.0,40000.0,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
13078,ford,ranger wildtrak 2.0l 4x4 at 2018,630,2018.0,93000.0,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
13079,honda,crv l 2018,708,2018.0,70000.0,1.5,xăng,số tự động,nhập khẩu,suv,33.0
13080,honda,crv l 2020,775,2020.0,135000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,33.0
13081,hyundai,accent 1.4 at đặc biệt 2022,460,2022.0,40000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13082,hyundai,avante 1.6 at 2013,279,2013.0,99000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13083,hyundai,santafe mlx 2.0l 2008,268,2008.0,183638.0,2.0,dầu,số tự động,nhập khẩu,suv,33.0
13084,hyundai,santafe slx 2009,325,2009.0,18368.0,2.0,dầu,số tự động,nhập khẩu,suv,33.0
13085,hyundai,tucson 2.0 at 2020,518,2020.0,78000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,33.0
13086,lexus,nx 200t 2015,1060,2015.0,15000.0,2.0,xăng,số tự động,nhập khẩu,suv,33.0
13087,mazda,cx5 2.0 at 2016,495,2016.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13088,toyota,corolla xli 1.6 at 2009,255,2009.0,120000.0,1.6,xăng,số tự động,nhập khẩu,sedan,33.0
13089,toyota,fortuner 2.5g 2016,498,2016.0,96000.0,2.5,dầu,số tay,lắp ráp trong nước,suv,33.0
13090,toyota,innova 2.0e 2013,285,2013.0,179626.7683965918,2.0,xăng,số tay,lắp ráp trong nước,crossover,33.0
13091,toyota,venza 2.7 2009,368,2009.0,144.0,2.7,xăng,số tự động,nhập khẩu,crossover,33.0
13092,bmw,4 series 420i convertible 2015,1199,2015.0,48000.0,2.0,xăng,số tự động,nhập khẩu,convertible/cabriolet,33.0
13093,bmw,4 series 430i convertible m sport 2023,2790,2023.0,10000.0,2.0,xăng,số tự động,nhập khẩu,convertible/cabriolet,33.0
13094,bmw,5 series 528i 2011,425,2011.0,178000.0,3.0,xăng,số tự động,nhập khẩu,sedan,33.0
13095,bmw,x7 xdrive40i 2022,4550,2022.0,45000.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
13096,chevrolet,lacetti 1.6 2013,135,2013.0,150000.0,1.6,xăng,số tay,lắp ráp trong nước,sedan,33.0
13097,hyundai,solati h350 2.5 mt 2019,710,2019.0,12000.0,2.5,dầu,số tay,lắp ráp trong nước,van/minivan,33.0
13098,hyundai,stargazer đặc biệt 1.5 at 2022,458,2022.0,20000.0,1.5,xăng,số tự động,nhập khẩu,van/minivan,33.0
13099,kia,carnival signature 2.2d 2023,1390,2023.0,19000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,33.0
13100,landrover,range rover vogue 3.0 2019,5800,2019.0,60000.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
13101,lexus,nx 350 f,2022002,2022.0,8500.0,2.4,xăng,số tự động,nhập khẩu,suv,33.0
13102,mercedes,benz c class c200 avantgarde plus 2022,1379,2022.0,23000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13103,mercedes,benz glc 250 4matic 2017,820,2017.0,94000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13104,mercedes,benz gle class gle 450 4matic 2021,2789,2021.0,40000.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
13105,mercedes,benz maybach s450 4matic 2022,7289,2022.0,10000.0,3.0,xăng,số tự động,nhập khẩu,sedan,33.0
13106,mercedes,benz s class s500l 2014,1268,2014.0,145000.0,4.7,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13107,mitsubishi,outlander 2.0 cvt premium 2019,598,2019.0,80000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13108,mitsubishi,triton gls 4x4 mt 2011,240,2011.0,160000.0,2.5,dầu,số tay,nhập khẩu,bán tải / pickup,33.0
13109,toyota,fortuner 2.7v 4x2 at 2019,725,2019.0,76000.0,2.7,xăng,số tự động,nhập khẩu,suv,33.0
13110,toyota,vios 1.5g 2019,319,2019.0,113000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13111,vinfast,fadil 1.4 at 2021,290,2021.0,179626.7683965918,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
13112,ford,everest titanium plus 2.0l 4x4 at 2022,1289,2022.0,179626.7683965918,2.0,dầu,số tự động,nhập khẩu,suv,33.0
13113,hyundai,santafe cao cấp 2.2l htrac 2022,1098,2022.0,70000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,33.0
13114,kia,morning luxury 2020,308,2020.0,65000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
13115,kia,morning s at 2018,275,2018.0,55000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
13116,landrover,range rover evoque dynamic 2014,680,2014.0,179626.7683965918,2.0,xăng,số tự động,nhập khẩu,suv,33.0
13117,lexus,ls 460l 2007,458,2007.0,110000.0,4.6,xăng,số tự động,nhập khẩu,sedan,33.0
13118,mercedes,benz glc 300 4matic 2023,2468,2023.0,12900.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13119,mercedes,benz glk class glk300 4matic 2011,246,2011.0,91000.0,3.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13120,mitsubishi,outlander premium 2.0 cvt 2022,760,2022.0,28000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13121,mitsubishi,outlander premium 2.0 cvt 2023,825,2023.0,38500.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13122,mitsubishi,triton 4x2 at 2022,520,2022.0,179626.7683965918,2.4,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
13123,mitsubishi,xpander premium 1.5 at 2023,560,2023.0,23345.0,1.5,xăng,số tự động,nhập khẩu,suv,33.0
13124,nissan,sunny xv premium s 2018,285,2018.0,46000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13125,suzuki,super carry van blind van 2016,155,2016.0,110000.0,1.0,xăng,số tay,lắp ráp trong nước,van/minivan,33.0
13126,toyota,camry 2.5q 2019,820,2019.0,130.0,2.5,xăng,số tự động,nhập khẩu,sedan,33.0
13127,toyota,corolla altis 2.0v 2014,430,2014.0,70000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13128,toyota,fortuner 2.4g 4x2 mt 2017,680,2017.0,68000.0,2.4,dầu,số tay,nhập khẩu,suv,33.0
13129,toyota,hilux 2.4l 4x2 at 2021,619,2021.0,86000.0,2.4,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
13130,toyota,veloz cross top 1.5 cvt 2023,580,2023.0,41000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,33.0
13131,toyota,yaris 1.3 at 2007,182,2007.0,150000.0,1.3,xăng,số tự động,nhập khẩu,hatchback,33.0
13132,audi,a7 55 tfsi quattro 2021,2650,2021.0,10000.0,3.0,xăng,số tự động,nhập khẩu,sedan,33.0
13133,ford,everest sport 2.0l 4x2 at 2023,1115,2023.0,26000.0,2.0,dầu,số tự động,nhập khẩu,suv,33.0
13134,ford,explorer limited 2.3l ecoboost 2018,995,2018.0,95000.0,2.3,xăng,số tự động,nhập khẩu,suv,33.0
13135,ford,ranger wildtrak 3.2l 4x4 at 2018,578,2018.0,88123.0,3.2,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
13136,hyundai,custin cao cấp 2.0t 2024,919,2024.0,24000.0,2.0,xăng,số tự động,lắp ráp trong nước,van/minivan,33.0
13137,hyundai,santafe gold 2.0 at 2005,138,2005.0,18638.0,2.0,dầu,số tự động,nhập khẩu,suv,33.0
13138,kia,morning slx 1.0 at 2009,140,2009.0,186000.0,1.0,xăng,số tự động,nhập khẩu,hatchback,33.0
13139,kia,morning slx 1.0 at 2010,139,2010.0,179626.7683965918,1.0,xăng,số tự động,nhập khẩu,hatchback,33.0
13140,kia,sorento gath 2018,429,2018.0,87000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,33.0
13141,kia,sorento signature 2.5 at awd 2022,959,2022.0,36000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,33.0
13142,lexus,lm 500h 2025,9299,2025.0,2000.0,2.4,hybrid,số tự động,nhập khẩu,van/minivan,33.0
13143,mazda,3 1.5l luxury 2019,459,2019.0,80000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13144,mercedes,benz c class c200 2016,579,2016.0,69173.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13145,mercedes,benz c class c200 2017,695,2017.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13146,mercedes,benz g class g63 amg 2021,9599,2021.0,21000.0,4.0,xăng,số tự động,nhập khẩu,suv,33.0
13147,mercedes,benz glc 200 4matic 2021,1399,2021.0,69000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13148,mercedes,benz glc 300 4matic 2019,1089,2019.0,71000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13149,mercedes,benz glc 300 4matic 2023,2359,2023.0,6000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13150,mercedes,benz glc 300 4matic 2023,2529,2023.0,17.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13151,bmw,x7 xdrive40i m sport 2022,4400,2022.0,30000.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
13152,ford,escape 2.3 at 2004,145,2004.0,180000.0,2.3,xăng,số tự động,lắp ráp trong nước,suv,33.0
13153,ford,ranger wildtrak 2.2l 4x2 at 2014,345,2014.0,150000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,33.0
13154,honda,crv l 2019,755,2019.0,179626.7683965918,1.5,xăng,số tự động,nhập khẩu,suv,33.0
13155,hyundai,accent 1.4 at 2022,415,2022.0,48000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13156,hyundai,santafe cao cấp 2.2l htrac 2021,1060,2021.0,50000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,33.0
13157,hyundai,santafe cao cấp 2.2l htrac 2021,1050,2021.0,50000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,33.0
13158,kia,sedona 3.3l gath 2016,450,2016.0,120000.0,3.3,xăng,số tự động,lắp ráp trong nước,van/minivan,33.0
13159,lexus,rx 350 2016,2090,2016.0,100000.0,3.5,xăng,số tự động,nhập khẩu,suv,33.0
13160,mercedes,benz e class e200 sport 2019,1250,2019.0,70000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13161,mercedes,benz glc 200 4matic 2020,1179,2020.0,60000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13162,mitsubishi,xforce premium 2025,615,2025.0,36000.0,1.5,xăng,số tự động,nhập khẩu,suv,33.0
13163,mitsubishi,xpander 1.5 at 2021,475,2021.0,72339.0,1.5,xăng,số tự động,nhập khẩu,suv,33.0
13164,nissan,x trail 2.5 at 2006,195,2006.0,130000.0,2.5,xăng,số tự động,nhập khẩu,suv,33.0
13165,peugeot,5008 active 1.6 at 2020,635,2020.0,50000.0,1.6,xăng,số tự động,lắp ráp trong nước,suv,33.0
13166,toyota,camry 2.5q 2022,1152,2022.0,38000.0,2.5,xăng,số tự động,nhập khẩu,sedan,33.0
13167,toyota,fortuner 2.7v 4x2 at 2013,368,2013.0,133000.0,2.7,xăng,số tự động,lắp ráp trong nước,suv,33.0
13168,toyota,sienna platinum 2.5 at 2020,3500,2020.0,40000.0,2.5,hybrid,số tự động,nhập khẩu,van/minivan,33.0
13169,toyota,wigo 1.2g mt 2019,220,2019.0,87639.0,1.2,xăng,số tay,nhập khẩu,hatchback,33.0
13170,volvo,xc40 ultimate b5 awd 2023,1598,2023.0,17000.0,2.0,xăng,số tự động,nhập khẩu,suv,33.0
13171,chevrolet,vivant cdx at 2008,115,2008.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,crossover,33.0
13172,ford,ecosport titanium 1.5 at 2020,475,2020.0,13000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,33.0
13173,ford,everest titanium 2.0l 4x2 at 2021,920,2021.0,43000.0,2.0,dầu,số tự động,nhập khẩu,suv,33.0
13174,honda,civic rs 1.5 at 2022,740,2022.0,83000.0,1.5,xăng,số tự động,nhập khẩu,sedan,33.0
13175,hyundai,i10 1.2 at 2021,360,2021.0,42379.0,1.25,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13176,mazda,3 1.5l luxury 2024,615,2024.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13177,mazda,3 1.5l sport premium 2021,560,2021.0,46039.0,1.5,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
13178,mazda,cx 30 premium 2.0 at 2022,620,2022.0,179626.7683965918,2.0,xăng,số tự động,nhập khẩu,crossover,33.0
13179,mazda,cx5 2.0 at 2017,560,2017.0,55139.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13180,mazda,cx5 2.5 at 2016,479,2016.0,75000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,33.0
13181,mercedes,benz e class e180 2022,1528,2022.0,5888.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13182,mercedes,benz g class g63 amg 2021,8399,2021.0,50000.0,4.0,xăng,số tự động,nhập khẩu,suv,33.0
13183,mercedes,benz maybach s450 4matic 2020,4199,2020.0,52000.0,3.0,xăng,số tự động,nhập khẩu,sedan,33.0
13184,mercedes,benz maybach s680 4matic 2022,11890,2022.0,9600.0,6.0,xăng,số tự động,nhập khẩu,sedan,33.0
13185,mg,5 luxury 1.5 at 2024,465,2024.0,10000.0,1.5,xăng,số tự động,nhập khẩu,sedan,33.0
13186,peugeot,5008 gt 1.6 at 2022,899,2022.0,40000.0,1.6,xăng,số tự động,lắp ráp trong nước,suv,33.0
13187,toyota,alphard luxury executive lounge 2021,3590,2021.0,50000.0,3.5,xăng,số tự động,nhập khẩu,van/minivan,33.0
13188,toyota,corolla cross 1.8g 2022,645,2022.0,179626.7683965918,1.8,xăng,số tự động,nhập khẩu,suv,33.0
13189,toyota,prado vx 2.7l 2021,2480,2021.0,50000.0,2.7,xăng,số tự động,nhập khẩu,suv,33.0
13190,vinfast,fadil nâng cao 1.4 at 2022,345,2022.0,63000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
13191,bmw,x6 xdrive30d 2014,915,2014.0,177000.0,3.0,dầu,số tự động,nhập khẩu,suv,33.0
13192,ford,fiesta s 1.6 at 2013,235,2013.0,179626.7683965918,1.6,xăng,số tự động,lắp ráp trong nước,hatchback,33.0
13193,hyundai,accent 1.4 at đặc biệt 2021,432,2021.0,42000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13194,hyundai,accent 1.4 ath 2018,375,2018.0,179626.7683965918,1.4,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13195,hyundai,tucson 2.0 at crdi đặc biệt 2022,845,2022.0,59000.0,2.0,dầu,số tự động,lắp ráp trong nước,crossover,33.0
13196,kia,seltos premium 1.5 at 2025,735,2025.0,2000.0,1.5,xăng,số tự động,lắp ráp trong nước,crossover,33.0
13197,lexus,lx 570 super sport mbs 2019,7650,2019.0,42000.0,5.7,xăng,số tự động,nhập khẩu,suv,33.0
13198,lexus,rx 300 2021,2889,2021.0,70000.0,2.0,xăng,số tự động,nhập khẩu,suv,33.0
13199,mazda,3 1.5l luxury 2024,599,2024.0,40000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,33.0
13200,mercedes,benz g class g63 amg 2020,7689,2020.0,36000.0,4.0,xăng,số tự động,nhập khẩu,suv,33.0
13201,mercedes,benz glc 300 4matic 2020,1450,2020.0,70000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,33.0
13202,mercedes,benz gle class gle 450 4matic 2021,2789,2021.0,60000.0,3.0,xăng,số tự động,nhập khẩu,suv,33.0
13203,mercedes,benz s class s450l 2019,1880,2019.0,80000.0,3.0,xăng,số tự động,lắp ráp trong nước,sedan,33.0
